ID,source,source_language,target,target_language,x-context-pre,x-context-post
63,<bpt i='1' type='bold'>{}</bpt>Grivé<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Grivé<ept i='1'>{}</ept>,es,<seg><bpt i='1' type='bold'>{}</bpt>Morelló<ept i='1'>{}</ept></seg>,<seg><bpt i='1' type='bold'>{}</bpt>Caldera<ept i='1'>{}</ept></seg>
64,<bpt i='1' type='bold'>{}</bpt>Caldera<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Caldera<ept i='1'>{}</ept>,es,<seg><bpt i='1' type='bold'>{}</bpt>Grivé<ept i='1'>{}</ept></seg>,<seg><bpt i='1' type='bold'>{}</bpt>Herrador<ept i='1'>{}</ept></seg>
65,<bpt i='1' type='bold'>{}</bpt>Herrador<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Herrador<ept i='1'>{}</ept>,es,<seg><bpt i='1' type='bold'>{}</bpt>Caldera<ept i='1'>{}</ept></seg>,<seg><bpt i='1' type='bold'>{}</bpt>Guedes<ept i='1'>{}</ept></seg>
66,<bpt i='1' type='bold'>{}</bpt>Guedes<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Guedes<ept i='1'>{}</ept>,es,<seg><bpt i='1' type='bold'>{}</bpt>Herrador<ept i='1'>{}</ept></seg>,<seg><bpt i='1' type='bold'>{}</bpt>Riera<ept i='1'>{}</ept></seg>
67,<bpt i='1' type='bold'>{}</bpt>Riera<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Riera<ept i='1'>{}</ept>,es,<seg><bpt i='1' type='bold'>{}</bpt>Guedes<ept i='1'>{}</ept></seg>,<seg>General</seg>
68,in Barcelona,en,en Barcelona,es,<seg>Porto Alegre</seg>,<seg><bpt i='1' type='bold'>{}</bpt>Offices<ept i='1'>{}</ept></seg>
69,Porto Alegre,en,Porto Alegre,es,<seg>in Xalapa</seg>,<seg>in Barcelona</seg>
70,<bpt i='1' type='bold'>{}</bpt>Offices<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Oficinas<ept i='1'>{}</ept>,es,<seg>in Barcelona</seg>,<seg>Barcelona</seg>
71,Barcelona,en,Barcelona,es,<seg><bpt i='1' type='bold'>{}</bpt>Offices<ept i='1'>{}</ept></seg>,<seg>Miami</seg>
72,Miami,en,Miami,es,<seg>Barcelona</seg>,<seg>Xalapa Mexico city</seg>
73,in Barcelona,en,en Barcelona,es,<seg>Based</seg>,<seg>in Barcelona</seg>
74,in Xalapa,en,en Xalapa,es,<seg>in Barcelona</seg>,<seg>in Xalapa</seg>
75,<bpt i='1'><rpr id=&quot;10&quot;></bpt><bpt i='2' type='bold'>{}</bpt>Xalapa<ept i='2'>{}</ept><ept i='1'></rpr id=&quot;10&quot; transform=&quot;close&quot;></ept>,en,<bpt i='1'><rpr id=&quot;10&quot;></bpt><bpt i='2' type='bold'>{}</bpt>Xalapa<ept i='2'>{}</ept><ept i='1'></rpr id=&quot;10&quot; transform=&quot;close&quot;></ept>,es,<seg>Tel: (+34) 93 778 73 00</seg>,"<seg><ph>&lt;pict id=&quot;124&quot; /&gt;</ph><bpt i='1'>&lt;rpr id=&quot;10&quot;&gt;</bpt>Papantla, 10<ept i='1'>&lt;/rpr id=&quot;10&quot; transform=&quot;close&quot;&gt;</ept></seg>"
76,"<ph><pict id=&quot;124&quot; /></ph><bpt i='1'><rpr id=&quot;10&quot;></bpt>Papantla, 10<ept i='1'></rpr id=&quot;10&quot; transform=&quot;close&quot;></ept>",en,"<ph><pict id=&quot;124&quot; /></ph><bpt i='1'><rpr id=&quot;10&quot;></bpt>Papantla, 10<ept i='1'></rpr id=&quot;10&quot; transform=&quot;close&quot;></ept>",es,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2'>&lt;rpr id=&quot;10&quot;&gt;</bpt>Xalapa<ept i='1'>{}</ept><ept i='2'>&lt;/rpr id=&quot;10&quot; transform=&quot;close&quot;&gt;</ept></seg>,<seg>Colonia Unidad Veracruzana 91030 Xalapa</seg>
77,Colonia Unidad Veracruzana 91030 Xalapa,en,Colonia Unidad Veracruzana 91030 Xalapa,es,"<seg><ph>&lt;pict id=&quot;124&quot; /&gt;</ph><bpt i='1'>&lt;rpr id=&quot;10&quot;&gt;</bpt>Papantla, 10<ept i='1'>&lt;/rpr id=&quot;10&quot; transform=&quot;close&quot;&gt;</ept></seg>",<seg>Veracruz - México</seg>
78,Veracruz - México,en,Veracruz - México,es,<seg>Colonia Unidad Veracruzana 91030 Xalapa</seg>,<seg>Tel: (+52) (55) 4163 9062</seg>
79,Tel: (+52) (55) 4163 9062,en,Tel.: (+52) (55) 4163 9062,es,<seg>Veracruz - México</seg>,<seg><bpt i='1' type='bold'>{}</bpt>México DF<ept i='1'>{}</ept></seg>
80,<bpt i='1' type='bold'>{}</bpt>México DF<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>México DF<ept i='1'>{}</ept>,es,<seg>Tel: (+52) (55) 4163 9062</seg>,"<seg>Paseo de la Reforma, 389, Piso 12 Colonia Cuauhtemoc</seg>"
81,"Paseo de la Reforma, 389, Piso 12 Colonia Cuauhtemoc",en,"Paseo de la Reforma, 389, Piso 12, Colonia Cuauhtemoc",es,<seg><bpt i='1' type='bold'>{}</bpt>México DF<ept i='1'>{}</ept></seg>,<seg>06500 Distrito Federal Distrito Federal - México Tel: (+52) (55) 4163 9062</seg>
82,<bpt i='1' type='bold'>{}</bpt>Buenos Aires<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Buenos Aires<ept i='1'>{}</ept>,es,<seg>06500 Distrito Federal Distrito Federal - México Tel: (+52) (55) 4163 9062</seg>,"<seg>Corrientes 753 Piso 20, Of.</seg>"
83,"Corrientes 753 Piso 20, Of.",en,"Corrientes, 753, Piso 20, Of.",es,<seg><bpt i='1' type='bold'>{}</bpt>Buenos Aires<ept i='1'>{}</ept></seg>,<seg>C C1043AAH Capital Federal Buenos Aires - Argentina</seg>
84,C C1043AAH Capital Federal Buenos Aires - Argentina,en,"C C1043AAH, Capital Federal Buenos Aires - Argentina",es,"<seg>Corrientes 753 Piso 20, Of.</seg>",<seg>Tel: (+54) (11) 5983 9450</seg>
85,Tel: (+54) (11) 5983 9450,en,Tel: (+54) (11) 5983 9450,es,<seg>C C1043AAH Capital Federal Buenos Aires - Argentina</seg>,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2'>&lt;rpr id=&quot;10&quot;&gt;</bpt>Porto Alegre<ept i='1'>{}</ept><ept i='2'>&lt;/rpr id=&quot;10&quot; transform=&quot;close&quot;&gt;</ept></seg>
86,<bpt i='1'><rpr id=&quot;10&quot;></bpt><bpt i='2' type='bold'>{}</bpt>Porto Alegre<ept i='2'>{}</ept><ept i='1'></rpr id=&quot;10&quot; transform=&quot;close&quot;></ept>,en,<bpt i='1'><rpr id=&quot;10&quot;></bpt><bpt i='2' type='bold'>{}</bpt>Porto Alegre<ept i='2'>{}</ept><ept i='1'></rpr id=&quot;10&quot; transform=&quot;close&quot;></ept>,es,<seg>Tel: (+54) (11) 5983 9450</seg>,"<seg><ph>&lt;pict id=&quot;125&quot; /&gt;</ph><ph>&lt;pict id=&quot;126&quot; /&gt;</ph><bpt i='1'>&lt;rpr id=&quot;10&quot;&gt;</bpt>Rua Mostardeiro, 777, 15º andar, sala 1537 - Independência<ept i='1'>&lt;/rpr id=&quot;10&quot; transform=&quot;close&quot;&gt;</ept></seg>"
87,"<ph><pict id=&quot;125&quot; /></ph><ph><pict id=&quot;126&quot; /></ph><bpt i='1'><rpr id=&quot;10&quot;></bpt>Rua Mostardeiro, 777, 15º andar, sala 1537 - Independência<ept i='1'></rpr id=&quot;10&quot; transform=&quot;close&quot;></ept>",en,"<ph><pict id=&quot;125&quot; /></ph><ph><pict id=&quot;126&quot; /></ph><bpt i='1'><rpr id=&quot;10&quot;></bpt>Rua Mostardeiro, 777, 15º andar, sala 1537 - Independência<ept i='1'></rpr id=&quot;10&quot; transform=&quot;close&quot;></ept>",es,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2'>&lt;rpr id=&quot;10&quot;&gt;</bpt>Porto Alegre<ept i='1'>{}</ept><ept i='2'>&lt;/rpr id=&quot;10&quot; transform=&quot;close&quot;&gt;</ept></seg>,<seg>90430-091 Porto Alegre Rio Grande do Sul - Brasil Tel: (+55) (51) 3500 1769</seg>
88,90430-091 Porto Alegre Rio Grande do Sul - Brasil Tel: (+55) (51) 3500 1769,en,90430-091 Porto Alegre Rio Grande do Sul - Brasil Tel: (+55) (51) 3500 1769,es,"<seg><ph>&lt;pict id=&quot;125&quot; /&gt;</ph><ph>&lt;pict id=&quot;126&quot; /&gt;</ph><bpt i='1'>&lt;rpr id=&quot;10&quot;&gt;</bpt>Rua Mostardeiro, 777, 15º andar, sala 1537 - Independência<ept i='1'>&lt;/rpr id=&quot;10&quot; transform=&quot;close&quot;&gt;</ept></seg>",<seg><bpt i='1' type='bold'>{}</bpt>São Paulo<ept i='1'>{}</ept></seg>
89,<bpt i='1' type='bold'>{}</bpt>São Paulo<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>São Paulo<ept i='1'>{}</ept>,es,<seg>90430-091 Porto Alegre Rio Grande do Sul - Brasil Tel: (+55) (51) 3500 1769</seg>,"<seg>Avenida Paulista, 1765, 7º andar Conj.</seg>"
90,"Avenida Paulista, 1765, 7º andar Conj.",en,"Avenida Paulista, 1765, 7.º andar, Conj.",es,<seg><bpt i='1' type='bold'>{}</bpt>São Paulo<ept i='1'>{}</ept></seg>,<seg>72 01311-200 Bela Vista</seg>
91,São Paulo - Brasil,en,São Paulo - Brasil,es,<seg>72 01311-200 Bela Vista</seg>,<seg>Tel: (+55) (51) 3500 1769</seg>
92,Tel: (+55) (51) 3500 1769,en,Tel.: (+55) (51) 3500 1769,es,<seg>São Paulo - Brasil</seg>,<seg><bpt i='1' type='bold'>{}</bpt>Miami<ept i='1'>{}</ept></seg>
93,<bpt i='1' type='bold'>{}</bpt>Miami<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Miami<ept i='1'>{}</ept>,es,<seg>Tel: (+55) (51) 3500 1769</seg>,"<seg>80 S.W. 8th Street, Suite 2000</seg>"
94,"80 S.W. 8th Street, Suite 2000",en,"80 S.W. 8th Street, Suite 2000",es,<seg><bpt i='1' type='bold'>{}</bpt>Miami<ept i='1'>{}</ept></seg>,<seg>33130 - Miami Florida - USA</seg>
95,Tel: (+1) (305) 481-9549,en,Tel.: (+1) (305) 481-9549,es,<seg>33130 - Miami Florida - USA</seg>,<seg><bpt i='1'>&lt;rpr id=&quot;1&quot;&gt;</bpt>  <bpt i='2' type='bold'>{}</bpt><bpt i='3' type='italic'>{}</bpt><ept i='1'>&lt;/rpr id=&quot;1&quot; transform=&quot;close&quot;&gt;</ept><bpt i='4'>&lt;rpr id=&quot;2&quot;&gt;</bpt>30<bpt i='5' type='ulined'>{}</bpt><ept i='3'>{}</ept><ept i='4'>&lt;/rpr id=&quot;2&quot; transform=&quot;close&quot;&gt;</ept><ept i='2'>{}</ept><ept i='5'>{}</ept></seg>
96,<bpt i='1'><hlnk id=&quot;rId60&quot; fileName=&quot;document.xml&quot; href=&quot;&quot;></bpt><bpt i='2'><rpr id=&quot;22&quot;></bpt><bpt i='3' type='bold'>{}</bpt>www .idisc.com <ept i='3'>{}</ept><ept i='2'></rpr id=&quot;22&quot; transform=&quot;close&quot;></ept><ept i='1'></hlnk></ept>,en,<bpt i='1'><hlnk id=&quot;rId60&quot; fileName=&quot;document.xml&quot; href=&quot;&quot;></bpt><bpt i='2'><rpr id=&quot;22&quot;></bpt><bpt i='3' type='bold'>{}</bpt>www.idisc.com <ept i='3'>{}</ept><ept i='2'></rpr id=&quot;22&quot; transform=&quot;close&quot;></ept><ept i='1'></hlnk></ept>,es,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2' type='italic'>{}</bpt><ph>&lt;pict id=&quot;141&quot; /&gt;</ph><ph>&lt;pict id=&quot;142&quot; /&gt;</ph><ph>&lt;pict id=&quot;143&quot; /&gt;</ph><ph>&lt;pict id=&quot;144&quot; /&gt;</ph><ph>&lt;pict id=&quot;145&quot; /&gt;</ph><ph>&lt;draw id=&quot;46&quot; rprid=&quot;0&quot; /&gt;</ph><ph>&lt;pict id=&quot;146&quot; /&gt;</ph><ph>&lt;draw id=&quot;47&quot; rprid=&quot;0&quot; /&gt;</ph><bpt i='3'>&lt;rpr id=&quot;21&quot;&gt;</bpt>1987-2017<ept i='1'>{}</ept><ept i='2'>{}</ept><ept i='3'>&lt;/rpr id=&quot;21&quot; transform=&quot;close&quot;&gt;</ept></seg>,<seg>http://www.idisc.com/</seg>
97,http://www.idisc.com/,en,http://www.idisc.com/,es,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2'>&lt;hlnk id=&quot;rId60&quot; fileName=&quot;document.xml&quot; href=&quot;&quot;&gt;</bpt><bpt i='3'>&lt;rpr id=&quot;22&quot;&gt;</bpt>www .idisc.com <ept i='1'>{}</ept><ept i='3'>&lt;/rpr id=&quot;22&quot; transform=&quot;close&quot;&gt;</ept><ept i='2'>&lt;/hlnk&gt;</ept></seg>,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2' type='italic'>{}</bpt>30<ept i='1'>{}</ept><ept i='2'>{}</ept></seg>
98,<bpt i='1'><hlnk id=&quot;rId2&quot; fileName=&quot;footer1.xml&quot; href=&quot;&quot;></bpt><bpt i='2'><rpr id=&quot;11&quot;></bpt>www .idisc.com <ept i='2'></rpr id=&quot;11&quot; transform=&quot;close&quot;></ept><ept i='1'></hlnk></ept>,en,<bpt i='1'><hlnk id=&quot;rId2&quot; fileName=&quot;footer1.xml&quot; href=&quot;&quot;></bpt><bpt i='2'><rpr id=&quot;11&quot;></bpt>www .idisc.com <ept i='2'></rpr id=&quot;11&quot; transform=&quot;close&quot;></ept><ept i='1'></hlnk></ept>,es,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2' type='italic'>{}</bpt>1987-2017<ept i='1'>{}</ept><ept i='2'>{}</ept></seg>,<seg>http://www.idisc.com/</seg>
99,<bpt i='1'><hlnk id=&quot;rId1&quot; fileName=&quot;footer2.xml&quot; href=&quot;&quot;></bpt><bpt i='2'><rpr id=&quot;11&quot;></bpt>www .idisc.com <ept i='2'></rpr id=&quot;11&quot; transform=&quot;close&quot;></ept><ept i='1'></hlnk></ept>,en,<bpt i='1'><hlnk id=&quot;rId1&quot; fileName=&quot;footer2.xml&quot; href=&quot;&quot;></bpt><bpt i='2'><rpr id=&quot;11&quot;></bpt>www .idisc.com <ept i='2'></rpr id=&quot;11&quot; transform=&quot;close&quot;></ept><ept i='1'></hlnk></ept>,es,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2' type='italic'>{}</bpt>1987-2017<ept i='1'>{}</ept><ept i='2'>{}</ept></seg>,<seg>http://www.idisc.com/</seg>
100,<bpt i='1'><hlnk id=&quot;rId8&quot; fileName=&quot;footer3.xml&quot; href=&quot;&quot;></bpt><bpt i='2'><rpr id=&quot;11&quot;></bpt>www .idisc.com <ept i='2'></rpr id=&quot;11&quot; transform=&quot;close&quot;></ept><ept i='1'></hlnk></ept>,en,<bpt i='1'><hlnk id=&quot;rId8&quot; fileName=&quot;footer3.xml&quot; href=&quot;&quot;></bpt><bpt i='2'><rpr id=&quot;11&quot;></bpt>www .idisc.com <ept i='2'></rpr id=&quot;11&quot; transform=&quot;close&quot;></ept><ept i='1'></hlnk></ept>,es,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2' type='italic'>{}</bpt>1987-2017<ept i='1'>{}</ept><ept i='2'>{}</ept></seg>,<seg>http://www.idisc.com/</seg>
101,<bpt i='1'><hlnk id=&quot;rId2&quot; fileName=&quot;footer4.xml&quot; href=&quot;&quot;></bpt><bpt i='2'><rpr id=&quot;11&quot;></bpt>www .idisc.com <ept i='2'></rpr id=&quot;11&quot; transform=&quot;close&quot;></ept><ept i='1'></hlnk></ept>,en,<bpt i='1'><hlnk id=&quot;rId2&quot; fileName=&quot;footer4.xml&quot; href=&quot;&quot;></bpt><bpt i='2'><rpr id=&quot;11&quot;></bpt>www .idisc.com <ept i='2'></rpr id=&quot;11&quot; transform=&quot;close&quot;></ept><ept i='1'></hlnk></ept>,es,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2' type='italic'>{}</bpt>1987-2017<ept i='1'>{}</ept><ept i='2'>{}</ept></seg>,<seg>http://www.idisc.com/</seg>
102,<bpt i='1'><hlnk id=&quot;rId1&quot; fileName=&quot;footer5.xml&quot; href=&quot;&quot;></bpt><bpt i='2'><rpr id=&quot;11&quot;></bpt>www .idisc.com <ept i='2'></rpr id=&quot;11&quot; transform=&quot;close&quot;></ept><ept i='1'></hlnk></ept>,en,<bpt i='1'><hlnk id=&quot;rId1&quot; fileName=&quot;footer5.xml&quot; href=&quot;&quot;></bpt><bpt i='2'><rpr id=&quot;11&quot;></bpt>www .idisc.com <ept i='2'></rpr id=&quot;11&quot; transform=&quot;close&quot;></ept><ept i='1'></hlnk></ept>,es,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2' type='italic'>{}</bpt>1987-2017<ept i='1'>{}</ept><ept i='2'>{}</ept></seg>,<seg>http://www.idisc.com/</seg>
103,This is how<it pos='end'></rpr id=&quot;11&quot; transform=&quot;close&quot;></it><ph type='fmt'>{}</ph>it all starts at language services.,en,Así es como<it pos='end'></rpr id=&quot;11&quot; transform=&quot;close&quot;></it><ph type='fmt'>{}</ph>empieza todo en los servicios lingüísticos.,es,"<seg><ph>&lt;pict id=&quot;30&quot; /&gt;</ph><it pos='begin'>&lt;rpr id=&quot;11&quot;&gt;</it>We create the Language  Services department to translate and adapt software products, with their related help and documentation materials into Spanish.</seg>",<seg><bpt i='1' type='bold'>{}</bpt><ph>&lt;pict id=&quot;31&quot; /&gt;</ph><bpt i='2'>&lt;rpr id=&quot;11&quot;&gt;</bpt>2013<ept i='1'>{}</ept><ept i='2'>&lt;/rpr id=&quot;11&quot; transform=&quot;close&quot;&gt;</ept></seg>
104,Xalapa,en,Xalapa,es,<seg>Barcelona</seg>,<seg>Porto Alegre</seg>
105,TRANSLATION AND LOCALIZATION SERVICES,en,SERVICIOS DE TRADUCCIÓN Y LOCALIZACIÓN,es,<seg>http://www.idisc.com/</seg>,
106,<bpt i='1'><rpr id=&quot;4&quot;></bpt>TRANSLATION <ept i='1'></rpr id=&quot;4&quot; transform=&quot;close&quot;></ept><ph><pict id=&quot;7&quot; /></ph><ph><pict id=&quot;8&quot; /></ph><ph><pict id=&quot;9&quot; /></ph><ph><pict id=&quot;10&quot; /></ph><bpt i='2'><rpr id=&quot;4&quot;></bpt>AND LOCALIZATION<ph><mq:ch val=&quot;	&quot; /></ph><ept i='2'></rpr id=&quot;4&quot; transform=&quot;close&quot;></ept><ph><draw id=&quot;1&quot; rprid=&quot;5&quot; /></ph>,en,<bpt i='1'><rpr id=&quot;4&quot;></bpt>SERVICIOS DE TRADUCCIÓN <ept i='1'></rpr id=&quot;4&quot; transform=&quot;close&quot;></ept><ph><pict id=&quot;7&quot; /></ph><ph><pict id=&quot;8&quot; /></ph><ph><pict id=&quot;9&quot; /></ph><ph><pict id=&quot;10&quot; /></ph><bpt i='2'><rpr id=&quot;4&quot;></bpt>Y<ph><mq:ch val=&quot;	&quot; /></ph><ept i='2'></rpr id=&quot;4&quot; transform=&quot;close&quot;></ept><ph><draw id=&quot;1&quot; rprid=&quot;5&quot; /></ph>,es,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2' type='italic'>{}</bpt>1987-2017<ept i='1'>{}</ept><ept i='2'>{}</ept></seg>,<seg>SERVICES</seg>
107,SERVICES,en,LOCALIZACIÓN,es,<seg><bpt i='1'>&lt;rpr id=&quot;4&quot;&gt;</bpt>TRANSLATION <ept i='1'>&lt;/rpr id=&quot;4&quot; transform=&quot;close&quot;&gt;</ept><ph>&lt;pict id=&quot;7&quot; /&gt;</ph><ph>&lt;pict id=&quot;8&quot; /&gt;</ph><ph>&lt;pict id=&quot;9&quot; /&gt;</ph><ph>&lt;pict id=&quot;10&quot; /&gt;</ph><bpt i='2'>&lt;rpr id=&quot;4&quot;&gt;</bpt>AND LOCALIZATION<ph>&lt;mq:ch val=&quot;	&quot; /&gt;</ph><ept i='2'>&lt;/rpr id=&quot;4&quot; transform=&quot;close&quot;&gt;</ept><ph>&lt;draw id=&quot;1&quot; rprid=&quot;5&quot; /&gt;</ph></seg>,<seg><ph>&lt;draw id=&quot;2&quot; rprid=&quot;0&quot; /&gt;</ph><bpt i='1'>&lt;rpr id=&quot;7&quot;&gt;</bpt>  <bpt i='2' type='bold'>{}</bpt><bpt i='3' type='italic'>{}</bpt><ept i='1'>&lt;/rpr id=&quot;7&quot; transform=&quot;close&quot;&gt;</ept><bpt i='4'>&lt;rpr id=&quot;8&quot;&gt;</bpt>30<bpt i='5' type='ulined'>{}</bpt><ept i='3'>{}</ept><ept i='4'>&lt;/rpr id=&quot;8&quot; transform=&quot;close&quot;&gt;</ept><ept i='2'>{}</ept><ept i='5'>{}</ept></seg>
108,<ph><pict id=&quot;11&quot; /></ph><ph><pict id=&quot;12&quot; /></ph><bpt i='1'><rpr id=&quot;10&quot;></bpt>Our mission is to provide products and services to improve communication and content management.<ept i='1'></rpr id=&quot;11&quot; transform=&quot;close&quot;></ept>,en,<ph><pict id=&quot;11&quot; /></ph><ph><pict id=&quot;12&quot; /></ph><bpt i='1'><rpr id=&quot;10&quot;></bpt>Nuestra misión es proporcionar productos y prestar servicios para mejorar la comunicación y la gestión de contenidos.<ept i='1'></rpr id=&quot;11&quot; transform=&quot;close&quot;></ept>,es,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2' type='italic'>{}</bpt>1987-2017<ept i='1'>{}</ept><ept i='2'>{}</ept></seg>,"<seg><ph>&lt;pict id=&quot;13&quot; /&gt;</ph><ph>&lt;pict id=&quot;14&quot; /&gt;</ph><bpt i='1'>&lt;rpr id=&quot;10&quot;&gt;</bpt>We are a <bpt i='2' type='italic'>{}</bpt>strategic ally for our clients  as they work to achieve their goals<ept i='2'>{}</ept>, because we promote solid long-term relationships based on the <bpt i='3' type='bold'>{}</bpt>quality of our services, our personal touch, and the fulfillment of commitments<ept i='3'>{}</ept>.<ept i='1'>&lt;/rpr id=&quot;10&quot; transform=&quot;close&quot;&gt;</ept></seg>"
109,"<ph><pict id=&quot;13&quot; /></ph><ph><pict id=&quot;14&quot; /></ph><bpt i='1'><rpr id=&quot;10&quot;></bpt>We are a <bpt i='2' type='italic'>{}</bpt>strategic ally for our clients  as they work to achieve their goals<ept i='2'>{}</ept>, because we promote solid long-term relationships based on the <bpt i='3' type='bold'>{}</bpt>quality of our services, our personal touch, and the fulfillment of commitments<ept i='3'>{}</ept>.<ept i='1'></rpr id=&quot;10&quot; transform=&quot;close&quot;></ept>",en,"<ph><pict id=&quot;13&quot; /></ph><ph><pict id=&quot;14&quot; /></ph><bpt i='1'><rpr id=&quot;10&quot;></bpt>Somos <bpt i='2' type='italic'>{}</bpt>un aliado estratégico de nuestros clientes para la consecución de sus objetivos<ept i='2'>{}</ept> porque fomentamos relaciones sólidas a largo plazo que se basan en <bpt i='3' type='bold'>{}</bpt>la calidad de nuestros servicios, nuestro estilo personal y el cumplimiento de los compromisos asumidos.<ept i='3'>{}</ept><ept i='1'></rpr id=&quot;10&quot; transform=&quot;close&quot;></ept>",es,<seg><ph>&lt;pict id=&quot;11&quot; /&gt;</ph><ph>&lt;pict id=&quot;12&quot; /&gt;</ph><bpt i='1'>&lt;rpr id=&quot;10&quot;&gt;</bpt>Our mission is to provide products and services to improve communication and content management.<ept i='1'>&lt;/rpr id=&quot;11&quot; transform=&quot;close&quot;&gt;</ept></seg>,"<seg><bpt i='1'>&lt;rpr id=&quot;11&quot;&gt;</bpt>We are a company with over 30 years’ experience composed of a <ept i='1'>&lt;/rpr id=&quot;11&quot; transform=&quot;close&quot;&gt;</ept><bpt i='2'>&lt;rpr id=&quot;10&quot;&gt;</bpt>diverse team <bpt i='3' type='bold'>{}</bpt><bpt i='4' type='italic'>{}</bpt>specializing in translation, localization, transcreation, and digital solutions.<ept i='3'>{}</ept><ept i='4'>{}</ept><ept i='2'>&lt;/rpr id=&quot;10&quot; transform=&quot;close&quot;&gt;</ept></seg>"
110,<ph><pict id=&quot;58&quot; /></ph><ph><pict id=&quot;59&quot; /></ph><bpt i='1'><rpr id=&quot;10&quot;></bpt>INFORMATION TECHNOLOGY<ept i='1'></rpr id=&quot;10&quot; transform=&quot;close&quot;></ept>,en,<ph><pict id=&quot;58&quot; /></ph><ph><pict id=&quot;59&quot; /></ph><bpt i='1'><rpr id=&quot;10&quot;></bpt>TECNOLOGÍAS DE LA INFORMACIÓN<ept i='1'></rpr id=&quot;10&quot; transform=&quot;close&quot;></ept>,es,<seg><bpt i='1' type='bold'>{}</bpt><ph>&lt;pict id=&quot;53&quot; /&gt;</ph><ph>&lt;pict id=&quot;54&quot; /&gt;</ph><ph>&lt;pict id=&quot;55&quot; /&gt;</ph><ph>&lt;pict id=&quot;56&quot; /&gt;</ph><bpt i='2'>&lt;rpr id=&quot;13&quot;&gt;</bpt>Areas of specialization<ept i='1'>{}</ept><ept i='2'>&lt;/rpr id=&quot;13&quot; transform=&quot;close&quot;&gt;</ept></seg>,<seg><bpt i='1'>&lt;rpr id=&quot;10&quot;&gt;</bpt>AUTOMOTIVE<ept i='1'>&lt;/rpr id=&quot;10&quot; transform=&quot;close&quot;&gt;</ept></seg>
111,<bpt i='1'><rpr id=&quot;10&quot;></bpt>AUTOMOTIVE<ept i='1'></rpr id=&quot;10&quot; transform=&quot;close&quot;></ept>,en,<bpt i='1'><rpr id=&quot;10&quot;></bpt>AUTOMOCIÓN<ept i='1'></rpr id=&quot;10&quot; transform=&quot;close&quot;></ept>,es,<seg><ph>&lt;pict id=&quot;58&quot; /&gt;</ph><ph>&lt;pict id=&quot;59&quot; /&gt;</ph><bpt i='1'>&lt;rpr id=&quot;10&quot;&gt;</bpt>INFORMATION TECHNOLOGY<ept i='1'>&lt;/rpr id=&quot;10&quot; transform=&quot;close&quot;&gt;</ept></seg>,<seg><ph>&lt;pict id=&quot;62&quot; /&gt;</ph><bpt i='1'>&lt;rpr id=&quot;10&quot;&gt;</bpt>AUDIO VIDEO LIGHTING<ept i='1'>&lt;/rpr id=&quot;10&quot; transform=&quot;close&quot;&gt;</ept></seg>
