id,source,target
document.mqxliff_373,OPERATIONS AFTER ENGINE IS WARMED UP,OPERACIONES UNA VEZ CALENTADO EL MOTOR
document.mqxliff_374,Check automatic transmission for fluid leakage,Comprobación de fugas de líquido en la transmisión automática
document.mqxliff_375,"(In case of leakage, check the oil level) (","(Si hubiera fugas, compruebe el nivel de aceite) ("
document.mqxliff_376,Inspection,Inspección
document.mqxliff_377,"Every 20,000 km or every 12 months",Cada 20.000 km o cada 12 meses
document.mqxliff_378,Change automatic transmission fluid (,Cambio del líquido de la transmisión automática (
document.mqxliff_379,Change,Cambio
document.mqxliff_380,Severe usage,Uso extremo
document.mqxliff_381,"Every 100,000 km",Cada 100.000 km
document.mqxliff_382,Change engine oil (,Cambio del aceite del motor (
document.mqxliff_383,Change,Cambio
document.mqxliff_384,Normal usage,Uso normal
document.mqxliff_385,"Every 20,000 km or every 12 months",Cada 20.000 km o cada 12 meses
document.mqxliff_386,Severe usage,Uso extremo
document.mqxliff_387,"Every 10,000 km",Cada 10.000 km
document.mqxliff_388,Replace engine oil filter (,Sustituya el filtro de aceite del motor (
document.mqxliff_389,Replace,Sustitución
document.mqxliff_390,Normal usage,Uso normal
document.mqxliff_391,"Every 20,000 km or every 12 months",Cada 20.000 km o cada 12 meses
document.mqxliff_392,Severe usage,Uso extremo
document.mqxliff_393,"Every 10,000 km",Cada 10.000 km
document.mqxliff_394,OTHERS,OTROS
document.mqxliff_395,Check body condition for damage (,Comprobación del estado de la carrocería (
document.mqxliff_396,Inspection,Inspección
document.mqxliff_397,Every year,Anual
document.mqxliff_398,Check the common rail engine,Comprobación del motor common rail
document.mqxliff_399,(small injection quantity learning) (,(aprendizaje de cantidad de inyección pequeña) (
document.mqxliff_400,Inspection,Inspección
document.mqxliff_401,"Every 20,000 km or every 12 months",Cada 20.000 km o cada 12 meses
document.mqxliff_402,Road test (,Prueba en carretera (
document.mqxliff_403,Inspection,Inspección
document.mqxliff_404,"Every 20,000 km or every 12 months",Cada 20.000 km o cada 12 meses
document.mqxliff_405,note,nota
document.mqxliff_406,*1:,*1:
document.mqxliff_407,"If found any noise from the valve any time, please check the valve clearance.","Si se detectó ruido de la válvula en algún momento, revise la holgura de la válvula."
document.mqxliff_408,"""Severe usage"" specifications apply to only vehicles used under severe operating conditions.","Las especificaciones de ""Uso Extremo"" resultarán de aplicación únicamente para vehículos en condiciones extremas."
document.mqxliff_409,Severe operating conditions include the following cases:,Estas son algunas condiciones extremas de uso:
document.mqxliff_410,Driving in a dusty area or in an area in which the vehicle is likely to be exposed to salty air or brine.,Conducir en un árera con polvo o en un área en la que el vehículo pueda estar expuesto a aire salado o agua de mar.
document.mqxliff_411,"Driving on rough roads, on submerged roads, or hilly areas.","Conducción por carreteras irregulares, con muchas curvas, subidas y bajadas."
document.mqxliff_412,Driving in cold zones.,Conducción en zonas frías.
document.mqxliff_413,Engine idling for a long time or short-distance travel during cold weather.,El mantenimiento del ralentí durante periodos largos o la conducción en distancias cortas con temperaturas bajas.
document.mqxliff_414,"Frequent, sudden application of brakes.",Uso frecuente y repentino de los frenos.
document.mqxliff_415,Towing of a trailer.,Arrastre de un remolque.
document.mqxliff_416,Use as a taxi or as a rent-a-car.,Uso como taxi o vehículo de alquiler.
document.mqxliff_417,More than 50% of operation time in heavy city traffic in hot temperatures of 32°C or higher.,Conducción durante más del 50% del tiempo en tráfico urbano denso y temperaturas cálidas de 32 °C o más.
document.mqxliff_418,More than 50% of operation time at speeds of 120 km/h or higher in hot temperatures of 30°C or higher.,Conducción durante más del 50% del tiempo a velocidades de 120 km/h o superiores y temperaturas cálidas de 30 °C o más.
document.mqxliff_419,Operation under excessive load.,Conducción con carga excesiva.
document.mqxliff_420,"CHECK DRIVE BELT FOR CRACKS, FRAYING, WEAR, AND ADJUST ITS TENSION","COMPROBACIÓN DE FISURAS, DESGARROS O DESGASTE EN LA CORREA DE TRANSMISIÓN Y AJUSTE DE LA TENSIÓN"
document.mqxliff_421,DRIVE BELT CONDITION,ESTADO DE LA CORREA DE TRANSMISIÓN
document.mqxliff_422,"Check the whole rounds of the V-belt for cracks, fraying and wear.","Compruebe si existen fisuras, desgarros o desgaste en los bordes de la correa trapezoidal."
document.mqxliff_423,<6B3> ALTERNATOR AND OTHERS BELT TENSION CHECK,<6B3> COMPROBACIÓN DE LA TENSIÓN DE LA CORREA DEL ALTERNADOR O DE OTRAS CORREAS
document.mqxliff_424,Make sure that the indicator mark is within the area marked with A in the illustration.,Asegúrese de que la marca del indicador se encuentra dentro del área marcada con la letra A en la ilustración.
document.mqxliff_425,"If the mark is out of the area, replace the alternator and others belt.","Si la marca se encuentra fuera de esta zona, debe cambiar la correa del alternador y otros dispositivos."
document.mqxliff_426,note,nota
document.mqxliff_427,The drive belt tension adjustment is not necessary as alternator drive belt auto-tensioner is adopted.,No es necesario ajustar la tensión de la correa de transmisión cuando se utiliza un tensor automático de la correa de transmisión del alternador.
document.mqxliff_428,<4N15> ALTERNATOR DRIVE BELT TENSION CHECK,<4N15> COMPROBACIÓN DE LA TENSIÓN DE LA CORREA DE TRANSMISIÓN DEL ALTERNADOR
document.mqxliff_429,Make sure that the indicator mark is within the area marked with A in the illustration.,Asegúrese de que la marca del indicador se encuentra dentro del área marcada con la letra A en la ilustración.
document.mqxliff_430,"If the mark is out of the area, replace the drive belt.","Si la marca se encuentra fuera de esta zona, debe cambiar la correa de transmisión."
document.mqxliff_431,note,nota
document.mqxliff_432,The drive belt tension adjustment is not necessary as the drive belt auto-tensioner is adopted.,"No es necesario ajustar la tensión de la correa de transmisión, ya que se ha adoptado un tensor automático de la correa de transmisión."
document.mqxliff_433,POWER STEERING OIL PUMP AND A/C COMPRESSOR DRIVE BELT TENSION CHECK AND ADJUSTMENT,COMPROBACIÓN Y AJUSTE DE LA TENSIÓN DE LA CORREA DE TRANSMISIÓN DEL COMPRESOR DEL CLIMATIZADOR Y DE LA BOMBA DE ACEITE DE LA SERVODIRECCIÓN
document.mqxliff_434,DRIVE BELT TENSION CHECK,COMPROBACIÓN DE LA TENSIÓN DE LA CORREA DE TRANSMISIÓN
document.mqxliff_435,caution,precaución
document.mqxliff_436,"When checking the drive belt tension, make sure that the engine is cold.","Al comprobar la tensión de la correa de transmisión, asegúrese de que el motor esté frío."
document.mqxliff_437,Check the drive belt tension in the following procedure.,Compruebe la tensión de la correa de transmisión con el siguiente procedimiento.
document.mqxliff_438,Standard value <5-passenger seating>:,Valor normal <5 plazas>:
document.mqxliff_439,Item,Punto
document.mqxliff_440,When checked,Al comprobar
document.mqxliff_441,When adjusted,Al ajustar
document.mqxliff_442,When replaced,Al sustituir
document.mqxliff_443,Vibration frequency Hz,Frecuencia de vibraciones (Hz)
document.mqxliff_444,Tension N,Tensión (N)
document.mqxliff_445,Deflection mm (Reference),Deflexión (mm) (valor de referencia)
document.mqxliff_446,9.9 - 13.5,"9,9 - 13,5"
document.mqxliff_447,9.9 - 11.5,"9,9 - 11,5"
document.mqxliff_448,8.0 - 9.2,"8,0 - 9,2"
document.mqxliff_449,Standard value <7-passenger seating>:,Valor normal <7 plazas>:
document.mqxliff_450,Item,Punto
document.mqxliff_451,When checked,Al comprobar
document.mqxliff_452,When adjusted,Al ajustar
document.mqxliff_453,When replaced,Al sustituir
document.mqxliff_454,Vibration frequency Hz,Frecuencia de vibraciones (Hz)
document.mqxliff_455,Tension N,Tensión (N)
document.mqxliff_456,Deflection mm (Reference),Deflexión (mm) (valor de referencia)
document.mqxliff_457,9.9 - 13.4,"9,9 - 13,4"
document.mqxliff_458,9.9 - 11.5,"9,9 - 11,5"
document.mqxliff_459,8.0 - 9.2,"8,0 - 9,2"
document.mqxliff_460,<When the vibration frequency is measured:,<Cuando se mide la frecuencia de vibraciones:
document.mqxliff_461,Recommendation>,recomendación>
document.mqxliff_462,Connect special tool microphone assembly (,Conecte el conjunto del micrófono (herramienta especial 
document.mqxliff_463,"Press the ""POWER"" button to turn on the power supply.","Presione el botón ""POWER"" (ALIMENTACIÓN) para activar la fuente de alimentación."
document.mqxliff_464,Check how the belt tension meter is set.,Verifique los ajustes del medidor de tensión de la correa.
document.mqxliff_465,"Press ""Hz"" button twice to change the display to the frequency display (Hz).","Presione el botón ""Hz"" dos veces para cambiar la pantalla a la pantalla de frecuencia (Hz)."
document.mqxliff_466,caution,precaución
document.mqxliff_467,Do not let any contaminants such as water or oil get onto the microphone.,Evite la entrada de cualquier sustancia contaminante (como agua o aceite) en el micrófono.
document.mqxliff_468,"If strong gusts of wind blow against the microphone or if there is loud sources of noise nearby, the values measured by the microphone may not correspond to actual values.","Si el micrófono recibe algún golpe de viento o si hay ruidos fuertes en las inmediaciones, los valores medidos por el micrófono podrían no corresponder a los valores reales."
document.mqxliff_469,"If the microphone is touching the belt while the measurement is being made, the values measured by the microphone may not correspond to actual values.","Si el micrófono entra en contacto con la correa en el momento de realizar la medición, los valores medidos por el micrófono podrían no corresponder a los valores reales."
document.mqxliff_470,Do not take the measurement while the vehicle's engine is running.,No efectúe la medición mientras el motor del vehículo esté en marcha.
document.mqxliff_471,Hold special tool ,Sujete la herramienta especial 
document.mqxliff_472,"Press the ""MEASURE"" button.","Pulse el botón ""MEASURE""."
document.mqxliff_473,Gently tap the middle of the drive belt between the pulleys (the place indicated by the arrow) with your finger as shown in the illustration.,"Golpee suavemente con el dedo en la mitad de la correa de transmisión, entre las poleas (en el lugar indicado por la flecha), tal y como se muestra en la ilustración."
document.mqxliff_474,Check that the vibration frequency of the drive belt is within the standard value.,Asegúrese de que la frecuencia de vibración de la correa de transmisión está dentro de los valores estándar.
document.mqxliff_475,note,nota
document.mqxliff_476,"To take the measurement repeatedly, fillip the drive belt again.","Para realizar varias mediciones, vuelva a golpear la correa de transmisión suavemente."
document.mqxliff_477,"After the completion of the measurement, press and hold the ""POWER"" button to turn off the power supply.","Una vez hecha la medición, mantenga pulsado el botón ""POWER"" (ALIMENTACIÓN) para apagar la fuente de alimentación."
document.mqxliff_478,<When tension is measured>,<Cuando se mide la tensión>
document.mqxliff_479,Use a belt tension gauge in the middle of the drive belt between the pulleys shown in the figure to check that the drive belt tension is within the standard value.,"Use un calibrador de tensión de la correa para comprobar que la tensión de la correa está dentro del valor normal en el centro de la correa de transmisión, entre las poleas, en el lugar que muestra la flecha en la figura."
document.mqxliff_480,<When deflection is measured>,<Cuando se mide la deflexión>
document.mqxliff_481,Apply approximately 100 N of force to the middle of the drive belt between the pulleys (at the place indicated by the arrow) and check that the amount of deflection is within the standard value.,"Aplique una fuerza de 100 N aprox. en la mitad de la correa de transmisión, entre las poleas (en el lugar indicado por la flecha) y compruebe que la cantidad de deflexión se encuentra dentro de los límites del valor normal."
document.mqxliff_482,DRIVE BELT TENSION ADJUSTMENT,AJUSTE DE LA TENSIÓN DE LA CORREA DE TRANSMISIÓN
document.mqxliff_483,"If not within the standard value, adjust the belt tension by the following procedure.","Si no se encuentra dentro del valor normal, ajuste la tensión de la correa con el siguiente procedimiento."
document.mqxliff_484,Remove the air hose B.,Extraiga la manguera de aire B.
document.mqxliff_485,Loosen the idler pulley nut.,Afloje la tuerca de la polea loca.
document.mqxliff_486,Loosen the adjusting bolt.,Afloje el perno de ajuste.
document.mqxliff_487,Temporarily tighten the idler pulley nut.,Apriete de manera provisional la tuerca de la polea loca.
document.mqxliff_488,Tightening torque:,Par de apriete:
document.mqxliff_489,7.5 ± 2.5 N·m,"7,5 ± 2,5 N·m"
document.mqxliff_490,Use the adjusting bolt to adjust the belt tension to the standard values.,Utilice el perno de ajuste para ajustar la tensión de la correa con arreglo a los valores normales.
document.mqxliff_491,Tighten the idler pulley nut.,Apriete la tuerca de la polea loca.
document.mqxliff_492,Tightening torque:,Par de apriete:
document.mqxliff_493,50 ± 2 N·m,50 ± 2 N·m
document.mqxliff_494,Tighten the adjusting bolt.,Apriete el perno de ajuste.
document.mqxliff_495,Tightening torque:,Par de apriete:
document.mqxliff_496,5.5 ± 1.5 N·m,"5,5 ± 1,5 N·m"
document.mqxliff_497,caution,precaución
document.mqxliff_498,"When checking the belt tension, turn the crankshaft clockwise one turn or more.","Al comprobar la tensión de la correa, gire el cigüeñal hacia la derecha una vuelta o más."
document.mqxliff_499,"Check the belt tension, and readjust if necessary.",Compruebe la tensión de la correa y reajústela si fuera necesario.
document.mqxliff_500,"When the belt tension is adjusted by measuring the deflection, adjust it with a tool for vibration frequency measurement or tension measurement afterward.","Una vez que la tensión de la correa esté ajustada después de medir la deflexión, pase a ajustarla con una herramienta para medir la frecuencia de vibración o para medir la tensión."
